Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
554,"4,792.00","6,572.54","9,014.66","12,313.75","16,625.51","22,143.20","29,531.45","38,098.15","47,570.98","56,734.59","64,652.32","71,533.69","75,734.36","81,550.02","82,249.45","83,978.09","84,262.17","83,325.13","81,820.17","81,679.67","79,705.22","82,335.92","82,109.07","82,588.19","81,256.11","79,217.39","79,880.31","80,763.11","80,309.07","81,872.17","82,707.39"
555,"4,792.00","6,563.54","8,989.98","12,261.13","16,578.80","22,290.30","29,460.08","38,836.53","47,873.70","57,955.08","65,861.59","73,541.68","78,635.22","84,203.58","83,934.37","87,423.26","87,941.54","87,358.91","90,583.85","90,081.93","88,115.53","88,874.25","85,833.55","87,402.37","87,025.57","86,602.34","83,893.37","83,283.60","80,819.34","81,945.47","81,277.84"
556,"4,792.00","6,570.42","9,008.86","12,268.20","16,565.22","22,335.58","29,856.54","39,320.80","50,605.69","60,897.38","72,153.72","79,982.46","84,467.02","86,340.47","87,266.24","86,009.15","88,487.25","88,785.30","91,175.81","89,311.40","87,195.95","86,986.14","82,908.62","82,093.35","82,404.79","82,325.26","84,515.56","86,513.29","87,994.26","90,293.68","88,756.03"
557,"4,792.00","6,561.65","8,984.82","12,252.34","16,631.93","22,211.79","29,523.90","38,451.82","47,891.44","59,107.00","66,793.68","75,996.52","80,526.44","85,081.47","85,165.55","83,362.20","83,393.98","79,785.42","81,443.14","80,016.14","82,341.43","81,495.06","83,738.48","82,220.14","80,930.00","81,088.46","79,550.72","80,564.97","82,859.53","85,605.63","89,541.70"
558,"4,792.00","6,566.48","8,998.06","12,299.61","16,680.57","22,308.36","29,502.03","38,401.55","47,522.40","57,113.57","66,621.90","72,974.03","78,895.37","83,013.57","83,111.59","86,288.04","86,663.94","89,581.46","90,631.82","89,642.28","90,699.93","89,808.97","90,966.34","88,742.63","85,891.96","85,506.99","81,840.23","82,357.36","83,562.65","83,971.01","86,730.71"
559,"4,792.00","6,573.06","9,016.11","12,286.23","16,542.00","22,248.02","29,474.99","38,626.86","47,787.88","56,715.78","64,823.87","70,232.25","77,179.20","81,724.97","83,438.27","84,229.35","83,031.54","83,807.30","81,460.50","84,688.82","84,670.31","86,147.24","86,859.47","86,407.48","85,186.72","85,777.02","87,015.86","88,622.13","87,435.05","88,438.47","87,763.30"
560,"4,792.00","6,571.39","9,011.50","12,298.54","16,565.17","22,260.44","29,684.56","38,725.37","48,247.18","58,224.63","65,210.50","71,841.36","75,586.56","78,562.20","82,158.94","84,397.55","88,277.32","88,222.70","87,279.43","87,451.69","85,449.59","83,336.90","83,380.02","82,666.76","81,086.65","79,932.32","80,323.29","79,672.18","82,631.13","84,959.66","86,772.58"
561,"4,792.00","6,563.42","8,989.67","12,235.11","16,590.00","22,269.10","29,403.48","38,319.82","47,561.85","55,927.14","64,941.77","69,658.01","75,370.92","76,519.01","77,156.66","77,174.45","78,916.57","79,866.10","83,313.35","85,996.62","88,717.01","89,721.59","92,294.54","90,391.34","90,908.57","91,411.06","90,023.31","87,945.79","85,376.98","84,630.19","84,399.17"
562,"4,792.00","6,551.90","8,958.14","12,234.82","16,635.01","22,402.40","29,794.42","39,480.52","49,894.75","61,728.08","70,687.59","79,474.60","81,376.63","83,122.18","81,675.72","82,791.21","82,893.70","83,549.93","86,280.37","83,704.08","84,935.63","84,652.73","82,803.38","84,385.69","85,037.70","85,978.94","85,285.88","87,176.05","87,549.67","86,062.63","86,955.26"
563,"4,792.00","6,560.49","8,981.63","12,217.01","16,474.46","22,160.69","29,510.08","38,612.50","49,111.28","59,227.95","69,086.43","75,226.37","81,255.04","84,212.39","85,576.13","85,673.03","84,553.70","80,821.68","80,791.76","81,015.36","81,585.29","85,149.75","85,366.94","85,125.87","86,036.46","85,525.01","87,220.69","87,211.07","89,588.43","89,405.97","90,328.88"
564,"4,792.00","6,570.57","9,009.25","12,242.13","16,513.21","22,204.30","29,209.63","38,693.33","48,339.83","60,091.14","72,152.33","79,962.26","88,363.39","88,816.95","92,401.67","89,157.25","89,793.91","84,895.45","85,109.88","84,907.72","83,416.30","84,932.57","82,793.66","80,777.66","78,945.49","76,215.47","77,627.44","79,040.07","81,915.23","85,362.41","87,208.98"
565,"4,792.00","6,571.75","9,012.51","12,250.12","16,649.60","22,412.60","29,961.59","39,518.58","50,450.86","61,948.31","70,302.83","77,000.21","80,867.55","83,100.21","86,880.92","89,530.28","92,491.69","90,514.17","91,332.47","88,341.58","85,424.22","82,242.62","81,831.00","80,631.30","82,020.39","83,469.46","84,785.08","85,576.82","85,243.63","83,278.23","81,152.00"
566,"4,792.00","6,572.53","9,014.63","12,289.27","16,700.40","22,543.09","30,063.20","39,105.96","49,748.56","58,564.04","68,002.86","73,729.37","79,403.01","84,004.66","88,212.97","92,308.57","94,512.13","95,163.52","96,085.93","92,879.58","92,510.76","87,392.86","87,492.83","85,426.09","84,531.85","83,182.83","82,043.21","82,969.74","83,712.86","87,106.37","87,949.45"
567,"4,792.00","6,549.15","8,950.62","12,229.31","16,464.02","22,232.75","29,717.17","38,757.81","49,197.88","57,727.45","66,979.66","74,372.11","80,101.19","83,985.46","87,042.32","86,712.37","87,501.28","85,674.33","85,972.85","83,696.24","86,124.83","85,310.57","88,404.67","85,865.60","85,956.16","84,798.68","83,636.90","85,803.06","86,154.78","87,945.72","88,983.89"
568,"4,792.00","6,549.83","8,952.49","12,147.08","16,381.72","21,837.68","29,266.05","37,521.97","48,072.70","57,366.93","67,041.05","73,239.84","77,840.12","81,836.62","83,271.18","85,390.79","88,146.22","88,345.68","89,658.54","89,370.42","86,138.56","87,478.03","84,321.37","85,760.28","87,065.05","88,351.46","90,863.31","91,100.86","89,160.06","86,305.38","84,469.69"
569,"4,792.00","6,534.94","8,911.81","12,091.76","16,429.08","22,036.98","29,532.07","38,276.69","49,411.71","59,227.82","68,174.19","76,031.02","81,528.24","86,349.08","90,540.48","92,765.67","93,915.01","91,249.67","91,470.54","88,976.31","86,090.23","85,790.57","82,188.99","80,912.17","81,797.57","81,615.09","81,930.77","84,821.67","85,094.30","88,324.41","86,440.23"
570,"4,792.00","6,563.50","8,989.89","12,203.09","16,456.09","22,016.27","29,464.24","38,386.90","48,999.40","59,739.89","67,493.68","75,129.35","80,107.44","85,529.66","86,490.70","89,701.36","89,743.81","90,003.39","91,822.01","90,888.72","90,605.36","88,151.40","84,550.24","81,628.17","78,549.30","75,875.25","75,883.03","74,534.34","76,401.11","77,079.56","77,336.93"
571,"4,792.00","6,561.68","8,984.89","12,201.50","16,577.90","22,259.89","29,500.30","38,913.03","49,196.41","59,388.84","70,639.71","76,673.78","84,600.51","89,311.54","94,068.64","95,555.32","97,363.34","92,541.50","89,097.39","86,501.22","83,738.69","82,165.52","81,865.78","78,757.85","79,708.47","78,088.01","78,396.43","76,922.55","78,083.50","77,513.25","79,033.30"
572,"4,792.00","6,536.32","8,915.59","12,143.64","16,364.74","22,044.93","29,553.01","38,822.70","50,490.30","61,890.15","71,858.57","82,320.40","88,391.10","93,441.20","94,706.11","93,574.40","93,286.08","92,390.85","93,918.22","92,304.03","89,500.27","86,655.71","83,234.95","82,904.43","79,798.77","78,647.79","75,992.72","75,728.16","76,583.26","76,749.51","80,640.92"
573,"4,792.00","6,533.82","8,908.76","12,088.59","16,294.49","21,841.62","28,874.46","37,344.16","46,468.31","56,203.20","66,005.54","76,427.40","84,590.68","91,827.66","95,110.84","98,131.93","94,450.51","92,918.72","87,682.81","87,339.28","85,280.58","85,184.73","85,420.35","85,209.19","86,208.86","87,835.41","90,221.04","92,527.27","95,202.22","96,148.44","92,750.35"
574,"4,792.00","6,558.08","8,975.06","12,250.77","16,532.69","22,097.51","29,496.05","37,789.12","47,762.03","57,081.27","66,150.52","73,096.35","79,582.31","80,166.15","83,053.10","80,596.53","81,107.35","81,946.74","82,605.70","85,503.14","86,445.76","85,616.53","85,571.75","81,971.10","83,404.07","80,361.92","79,837.45","76,945.30","77,975.32","75,920.88","78,387.48"
575,"4,792.00","6,540.94","8,928.19","12,190.66","16,450.03","22,109.97","29,254.95","38,402.82","47,215.52","57,797.08","66,091.31","75,177.78","82,604.22","88,561.93","89,654.38","89,861.35","88,167.92","85,234.00","83,953.60","81,689.21","80,786.49","79,027.15","78,322.24","78,550.59","79,113.07","82,044.71","82,844.45","83,819.57","83,239.52","81,930.33","81,637.56"
576,"4,792.00","6,543.47","8,935.10","12,131.27","16,355.52","21,821.53","29,236.13","37,576.64","48,368.11","57,142.30","66,910.53","73,967.78","81,631.41","86,693.39","87,793.26","90,347.92","86,288.59","86,730.76","86,491.37","85,072.03","86,788.72","85,725.78","86,101.14","85,095.85","86,093.44","86,340.09","88,981.45","90,245.16","91,119.76","92,536.67","90,100.29"
577,"4,792.00","6,555.42","8,967.78","12,253.60","16,581.75","22,322.44","29,833.50","39,477.91","49,367.14","61,262.54","68,562.07","77,778.84","84,281.09","85,933.75","90,722.96","91,316.18","94,173.32","92,035.38","90,541.38","87,401.37","82,423.23","82,367.85","80,986.03","82,739.98","83,698.17","83,255.35","81,647.98","81,348.42","82,025.86","83,459.48","85,749.60"
578,"4,792.00","6,570.08","9,007.91","12,283.37","16,544.89","22,069.41","29,169.22","37,634.48","47,156.34","57,439.42","68,531.03","77,934.00","82,987.82","87,653.41","86,593.73","85,022.07","86,027.60","83,900.66","85,538.08","86,920.03","89,207.65","91,773.10","94,161.00","96,491.58","96,612.76","95,806.80","96,095.39","93,252.82","92,742.17","89,828.66","87,732.63"
579,"4,792.00","6,568.10","9,002.49","12,289.35","16,671.12","22,515.82","29,635.24","38,699.51","46,944.59","55,948.28","63,458.69","69,503.11","74,622.29","77,756.64","79,804.59","81,304.07","81,829.37","81,416.05","80,117.81","79,660.72","79,075.31","77,986.59","78,830.03","79,487.92","79,789.89","83,176.10","84,007.47","85,834.81","86,943.62","87,136.34","87,612.87"
580,"4,792.00","6,549.58","8,951.79","12,141.22","16,475.85","22,059.10","29,309.85","37,600.73","47,853.50","56,159.49","67,017.37","74,234.79","79,311.53","84,086.30","84,585.98","87,959.38","89,906.44","91,471.53","94,480.09","94,301.82","91,257.12","87,519.29","81,941.73","81,062.18","78,125.56","80,942.18","79,715.43","79,731.08","78,899.26","80,135.50","79,406.31"
581,"4,792.00","6,564.06","8,991.42","12,244.40","16,517.92","22,264.56","29,737.90","39,156.37","50,010.29","60,358.40","68,518.35","75,901.26","81,194.99","85,518.69","88,580.93","88,456.42","90,096.99","86,205.14","86,650.36","86,321.69","87,440.77","90,601.74","90,800.09","92,769.46","90,761.59","91,341.16","88,341.35","89,065.50","89,186.74","89,125.60","88,392.96"
582,"4,792.00","6,544.14","8,936.94","12,120.06","16,400.78","21,908.64","29,100.61","37,460.53","46,794.07","56,887.97","66,236.33","74,658.16","79,565.75","82,916.52","84,398.78","84,084.31","87,014.98","86,768.15","85,468.06","83,173.56","80,418.39","78,912.64","79,879.37","80,402.69","80,082.69","82,589.46","79,381.70","80,086.45","78,344.03","77,872.89","76,329.97"
583,"4,792.00","6,559.76","8,979.66","12,213.16","16,544.56","22,363.78","29,594.01","38,394.33","47,656.21","55,355.57","64,327.83","70,724.62","77,035.02","80,356.79","82,147.53","82,395.94","82,524.89","82,017.23","83,839.41","85,269.54","88,443.29","91,558.45","93,506.51","93,757.09","93,813.99","92,321.64","92,389.37","88,220.86","87,830.75","86,677.75","87,816.35"
584,"4,792.00","6,571.22","9,011.06","12,254.27","16,514.82","22,223.72","29,601.52","38,845.40","48,845.13","58,275.73","67,606.03","75,432.60","80,402.30","84,943.51","86,480.33","87,155.88","87,479.67","88,980.65","88,867.33","91,679.38","88,997.96","89,321.09","86,325.91","86,830.23","87,009.43","89,668.82","92,268.34","94,046.47","95,648.86","93,278.78","93,084.32"
585,"4,792.00","6,563.11","8,988.81","12,187.00","16,431.57","22,162.94","29,464.70","38,675.85","48,333.50","57,271.61","65,409.86","72,967.21","76,346.33","81,625.30","84,416.90","83,119.34","86,933.30","86,537.34","84,741.25","87,222.48","86,741.86","86,982.62","86,464.76","84,400.81","81,333.80","78,568.65","77,558.32","76,455.11","76,530.17","75,985.79","77,254.95"
586,"4,792.00","6,555.29","8,967.41","12,237.52","16,588.14","22,318.99","29,602.34","39,222.64","49,385.31","61,307.34","70,891.86","80,218.93","84,836.02","88,892.27","90,597.48","89,523.29","90,443.20","85,809.11","85,990.38","83,480.52","81,116.74","83,025.23","79,939.30","81,797.02","79,403.42","80,909.80","78,465.72","81,185.07","81,166.81","84,496.37","86,279.25"
587,"4,792.00","6,541.85","8,930.68","12,201.43","16,456.97","22,196.53","29,549.38","38,828.83","48,881.65","58,990.68","68,688.03","74,693.24","80,737.94","81,162.89","84,177.45","83,988.40","84,058.69","84,921.93","82,571.88","81,974.43","81,452.80","82,884.72","85,631.75","89,564.00","92,465.95","94,008.01","93,724.32","93,748.68","94,082.45","92,183.04","90,603.60"
588,"4,792.00","6,534.58","8,910.83","12,177.95","16,513.15","22,243.86","29,543.11","38,720.41","48,522.21","57,317.41","66,335.56","72,913.44","78,748.77","84,235.99","84,818.77","88,766.98","86,715.16","86,997.53","87,904.82","87,200.17","88,661.36","88,799.10","89,317.76","86,795.17","88,319.23","84,793.78","86,355.59","86,004.69","87,713.60","86,502.52","86,104.21"
589,"4,792.00","6,544.09","8,936.80","12,154.77","16,497.96","22,239.16","29,786.13","39,196.43","49,811.22","60,640.84","67,581.11","75,599.27","80,409.92","84,892.22","89,330.96","90,532.24","90,386.89","87,745.17","86,743.06","82,913.64","84,742.89","84,432.86","86,597.25","85,582.99","86,629.28","83,951.94","83,379.27","84,427.87","81,676.11","83,438.25","84,238.83"
590,"4,792.00","6,546.43","8,943.18","12,156.70","16,534.83","22,236.87","29,803.92","39,462.88","49,793.37","61,610.11","70,789.56","80,499.93","88,378.31","93,683.06","94,920.64","95,518.02","93,027.02","93,551.31","92,226.66","91,127.67","90,421.87","89,478.17","89,348.80","87,318.68","87,338.38","86,883.02","87,108.97","88,301.88","86,796.82","86,361.73","86,892.71"
591,"4,792.00","6,571.24","9,011.10","12,249.87","16,540.75","22,071.06","29,509.15","37,521.02","48,416.72","56,848.06","66,793.76","73,332.24","79,113.35","84,422.16","88,335.73","91,878.62","93,536.06","91,011.07","88,995.93","86,525.29","82,861.64","84,283.87","83,824.41","85,522.12","86,232.42","85,761.73","84,080.09","80,926.28","80,544.30","77,346.25","78,888.54"
592,"4,792.00","6,557.04","8,972.19","12,168.03","16,474.39","22,009.97","29,178.06","37,977.56","47,938.25","58,772.67","68,091.17","73,923.20","77,109.86","78,758.92","81,615.18","80,651.37","80,768.16","80,663.01","81,119.98","83,884.64","87,574.44","90,909.73","92,999.76","95,489.17","96,701.79","97,585.05","96,197.93","93,977.08","92,493.29","90,430.14","90,175.34"
593,"4,792.00","6,553.61","8,962.81","12,207.71","16,601.39","22,272.21","29,455.50","38,183.26","47,424.98","56,593.76","65,803.05","73,654.36","80,198.64","83,957.60","86,823.96","88,753.16","91,017.67","93,348.74","93,658.22","92,124.19","91,563.92","88,874.58","86,053.63","82,544.61","78,765.61","78,626.40","75,713.96","76,993.84","76,248.84","77,349.11","78,317.91"
594,"4,792.00","6,569.65","9,006.74","12,307.12","16,593.44","22,324.64","29,522.84","39,147.32","49,305.14","59,568.28","68,633.22","73,995.04","76,067.79","78,984.72","81,077.81","82,187.10","85,931.85","86,197.38","88,736.09","89,744.47","91,592.58","92,164.42","89,770.25","89,615.99","86,542.30","83,639.78","84,074.05","81,325.92","80,742.32","81,566.72","82,907.53"
595,"4,792.00","6,564.29","8,992.05","12,233.78","16,532.83","22,279.96","29,372.52","38,404.59","47,765.24","57,548.79","68,097.26","77,316.60","85,390.38","89,436.52","90,181.79","88,233.66","86,284.18","84,588.02","85,366.11","83,672.15","85,208.78","84,831.61","83,018.95","84,487.26","84,650.93","84,656.57","85,730.85","85,702.64","86,045.19","87,537.73","85,640.99"
596,"4,792.00","6,555.35","8,967.57","12,172.36","16,545.55","22,360.15","29,812.96","39,477.85","50,425.57","61,168.10","69,849.12","74,615.37","77,069.75","78,863.97","79,256.86","81,887.60","83,906.65","85,833.30","89,624.84","92,032.01","94,903.77","95,645.83","95,938.47","96,115.41","95,119.61","94,652.79","94,768.70","93,168.07","94,293.69","93,498.01","92,848.13"
597,"4,792.00","6,552.29","8,959.20","12,236.62","16,565.99","22,336.76","29,766.54","38,750.48","49,240.56","57,931.04","68,011.69","73,836.98","78,777.00","82,517.20","81,760.39","85,154.24","84,642.00","83,739.59","84,129.14","81,380.19","80,589.33","81,985.08","81,935.29","85,781.54","87,716.87","90,017.72","90,353.01","91,479.72","89,395.38","91,296.83","88,465.01"
598,"4,792.00","6,570.31","9,008.55","12,298.37","16,692.84","22,511.70","30,087.41","39,209.62","50,415.93","59,424.32","70,034.02","76,665.39","82,045.80","84,241.90","86,600.62","87,820.47","90,699.45","88,917.50","86,967.43","81,905.25","78,491.29","75,911.68","74,255.75","74,249.73","74,285.44","76,768.82","78,718.98","82,660.76","83,822.20","87,011.37","84,940.88"
599,"4,792.00","6,545.56","8,940.81","12,195.54","16,588.33","22,417.69","29,629.26","38,863.94","48,112.38","57,943.97","67,449.50","73,786.88","78,000.55","79,329.43","81,267.93","81,389.99","83,766.28","85,738.58","88,401.86","91,210.66","90,150.35","91,405.67","90,365.97","87,624.44","86,329.61","85,113.84","85,331.86","87,452.17","89,692.84","92,363.38","90,405.85"
600,"4,792.00","6,565.58","8,995.59","12,266.14","16,629.62","22,164.15","29,147.66","36,986.32","44,992.08","53,663.76","61,744.18","70,363.60","76,453.66","82,313.61","83,010.94","87,119.27","88,315.73","90,428.03","91,180.76","87,988.31","85,486.12","80,297.03","79,918.08","76,526.12","75,984.65","77,206.70","77,249.75","80,249.91","83,599.88","86,710.22","89,355.44"
601,"4,792.00","6,556.45","8,970.57","12,171.42","16,489.06","22,148.37","29,380.35","38,083.59","48,108.88","56,273.50","64,702.38","70,185.88","74,747.35","78,584.10","79,791.94","80,213.88","80,628.44","79,371.45","80,129.20","80,468.56","82,264.99","82,998.07","85,489.99","86,125.29","87,418.33","88,932.75","90,396.73","92,348.89","92,411.16","89,895.40","86,293.81"
